qid,tid,,
13761,1,,"insert into question_tag (qid, tid) values(13761, 1);"
13762,27,,"insert into question_tag (qid, tid) values(13762, 27);"
13763,16,,"insert into question_tag (qid, tid) values(13763, 16);"
13764,17,,"insert into question_tag (qid, tid) values(13764, 17);"
13765,19,,"insert into question_tag (qid, tid) values(13765, 19);"
13766,24,,"insert into question_tag (qid, tid) values(13766, 24);"
13767,15,,"insert into question_tag (qid, tid) values(13767, 15);"
13768,30,,"insert into question_tag (qid, tid) values(13768, 30);"
13769,30,,"insert into question_tag (qid, tid) values(13769, 30);"
13770,18,,"insert into question_tag (qid, tid) values(13770, 18);"
13771,2,,"insert into question_tag (qid, tid) values(13771, 2);"
13772,24,,"insert into question_tag (qid, tid) values(13772, 24);"
13773,18,,"insert into question_tag (qid, tid) values(13773, 18);"
13774,19,,"insert into question_tag (qid, tid) values(13774, 19);"
13775,21,,"insert into question_tag (qid, tid) values(13775, 21);"
13776,26,,"insert into question_tag (qid, tid) values(13776, 26);"
13777,14,,"insert into question_tag (qid, tid) values(13777, 14);"
13778,24,,"insert into question_tag (qid, tid) values(13778, 24);"
13779,7,,"insert into question_tag (qid, tid) values(13779, 7);"
13780,34,,"insert into question_tag (qid, tid) values(13780, 34);"
13781,33,,"insert into question_tag (qid, tid) values(13781, 33);"
13782,18,,"insert into question_tag (qid, tid) values(13782, 18);"
13783,31,,"insert into question_tag (qid, tid) values(13783, 31);"
13784,25,,"insert into question_tag (qid, tid) values(13784, 25);"
13785,29,,"insert into question_tag (qid, tid) values(13785, 29);"
13786,31,,"insert into question_tag (qid, tid) values(13786, 31);"
13787,24,,"insert into question_tag (qid, tid) values(13787, 24);"
13788,4,,"insert into question_tag (qid, tid) values(13788, 4);"
13789,30,,"insert into question_tag (qid, tid) values(13789, 30);"
13790,33,,"insert into question_tag (qid, tid) values(13790, 33);"
13791,41,,"insert into question_tag (qid, tid) values(13791, 41);"
13792,12,,"insert into question_tag (qid, tid) values(13792, 12);"
13793,5,,"insert into question_tag (qid, tid) values(13793, 5);"
13794,15,,"insert into question_tag (qid, tid) values(13794, 15);"
13795,26,,"insert into question_tag (qid, tid) values(13795, 26);"
13796,37,,"insert into question_tag (qid, tid) values(13796, 37);"
13797,14,,"insert into question_tag (qid, tid) values(13797, 14);"
13798,39,,"insert into question_tag (qid, tid) values(13798, 39);"
13799,30,,"insert into question_tag (qid, tid) values(13799, 30);"
13800,8,,"insert into question_tag (qid, tid) values(13800, 8);"
13801,7,,"insert into question_tag (qid, tid) values(13801, 7);"
13802,40,,"insert into question_tag (qid, tid) values(13802, 40);"
13803,23,,"insert into question_tag (qid, tid) values(13803, 23);"
13804,7,,"insert into question_tag (qid, tid) values(13804, 7);"
13805,25,,"insert into question_tag (qid, tid) values(13805, 25);"
13806,29,,"insert into question_tag (qid, tid) values(13806, 29);"
13807,8,,"insert into question_tag (qid, tid) values(13807, 8);"
13808,36,,"insert into question_tag (qid, tid) values(13808, 36);"
13809,35,,"insert into question_tag (qid, tid) values(13809, 35);"
13810,9,,"insert into question_tag (qid, tid) values(13810, 9);"
13811,30,,"insert into question_tag (qid, tid) values(13811, 30);"
13812,25,,"insert into question_tag (qid, tid) values(13812, 25);"
13813,8,,"insert into question_tag (qid, tid) values(13813, 8);"
13814,11,,"insert into question_tag (qid, tid) values(13814, 11);"
13815,37,,"insert into question_tag (qid, tid) values(13815, 37);"
13816,3,,"insert into question_tag (qid, tid) values(13816, 3);"
13817,23,,"insert into question_tag (qid, tid) values(13817, 23);"
13818,32,,"insert into question_tag (qid, tid) values(13818, 32);"
13819,22,,"insert into question_tag (qid, tid) values(13819, 22);"
13820,29,,"insert into question_tag (qid, tid) values(13820, 29);"
13821,32,,"insert into question_tag (qid, tid) values(13821, 32);"
13822,11,,"insert into question_tag (qid, tid) values(13822, 11);"
13823,14,,"insert into question_tag (qid, tid) values(13823, 14);"
13824,35,,"insert into question_tag (qid, tid) values(13824, 35);"
13825,25,,"insert into question_tag (qid, tid) values(13825, 25);"
13826,32,,"insert into question_tag (qid, tid) values(13826, 32);"
13827,18,,"insert into question_tag (qid, tid) values(13827, 18);"
13828,12,,"insert into question_tag (qid, tid) values(13828, 12);"
13829,34,,"insert into question_tag (qid, tid) values(13829, 34);"
13830,27,,"insert into question_tag (qid, tid) values(13830, 27);"
13831,4,,"insert into question_tag (qid, tid) values(13831, 4);"
13832,20,,"insert into question_tag (qid, tid) values(13832, 20);"
13833,5,,"insert into question_tag (qid, tid) values(13833, 5);"
13834,27,,"insert into question_tag (qid, tid) values(13834, 27);"
13835,1,,"insert into question_tag (qid, tid) values(13835, 1);"
13836,5,,"insert into question_tag (qid, tid) values(13836, 5);"
13837,12,,"insert into question_tag (qid, tid) values(13837, 12);"
13838,40,,"insert into question_tag (qid, tid) values(13838, 40);"
13839,5,,"insert into question_tag (qid, tid) values(13839, 5);"
13840,35,,"insert into question_tag (qid, tid) values(13840, 35);"
13841,21,,"insert into question_tag (qid, tid) values(13841, 21);"
13842,22,,"insert into question_tag (qid, tid) values(13842, 22);"
13843,27,,"insert into question_tag (qid, tid) values(13843, 27);"
13844,5,,"insert into question_tag (qid, tid) values(13844, 5);"
13845,35,,"insert into question_tag (qid, tid) values(13845, 35);"
13846,10,,"insert into question_tag (qid, tid) values(13846, 10);"
13847,14,,"insert into question_tag (qid, tid) values(13847, 14);"
13848,26,,"insert into question_tag (qid, tid) values(13848, 26);"
13849,21,,"insert into question_tag (qid, tid) values(13849, 21);"
13850,28,,"insert into question_tag (qid, tid) values(13850, 28);"
13851,18,,"insert into question_tag (qid, tid) values(13851, 18);"
13852,9,,"insert into question_tag (qid, tid) values(13852, 9);"
13853,11,,"insert into question_tag (qid, tid) values(13853, 11);"
13854,4,,"insert into question_tag (qid, tid) values(13854, 4);"
13855,40,,"insert into question_tag (qid, tid) values(13855, 40);"
13856,12,,"insert into question_tag (qid, tid) values(13856, 12);"
13857,33,,"insert into question_tag (qid, tid) values(13857, 33);"
13858,10,,"insert into question_tag (qid, tid) values(13858, 10);"
13859,37,,"insert into question_tag (qid, tid) values(13859, 37);"
13860,22,,"insert into question_tag (qid, tid) values(13860, 22);"
13861,21,,"insert into question_tag (qid, tid) values(13861, 21);"
13862,24,,"insert into question_tag (qid, tid) values(13862, 24);"
13863,10,,"insert into question_tag (qid, tid) values(13863, 10);"
13864,41,,"insert into question_tag (qid, tid) values(13864, 41);"
13865,19,,"insert into question_tag (qid, tid) values(13865, 19);"
13866,26,,"insert into question_tag (qid, tid) values(13866, 26);"
13867,28,,"insert into question_tag (qid, tid) values(13867, 28);"
13868,18,,"insert into question_tag (qid, tid) values(13868, 18);"
13869,35,,"insert into question_tag (qid, tid) values(13869, 35);"
13870,21,,"insert into question_tag (qid, tid) values(13870, 21);"
13871,6,,"insert into question_tag (qid, tid) values(13871, 6);"
13872,19,,"insert into question_tag (qid, tid) values(13872, 19);"
13873,21,,"insert into question_tag (qid, tid) values(13873, 21);"
13874,21,,"insert into question_tag (qid, tid) values(13874, 21);"
13875,34,,"insert into question_tag (qid, tid) values(13875, 34);"
13876,27,,"insert into question_tag (qid, tid) values(13876, 27);"
13877,26,,"insert into question_tag (qid, tid) values(13877, 26);"
13878,39,,"insert into question_tag (qid, tid) values(13878, 39);"
13879,4,,"insert into question_tag (qid, tid) values(13879, 4);"
13880,1,,"insert into question_tag (qid, tid) values(13880, 1);"
13881,16,,"insert into question_tag (qid, tid) values(13881, 16);"
13882,23,,"insert into question_tag (qid, tid) values(13882, 23);"
13883,9,,"insert into question_tag (qid, tid) values(13883, 9);"
13884,25,,"insert into question_tag (qid, tid) values(13884, 25);"
13885,5,,"insert into question_tag (qid, tid) values(13885, 5);"
13886,22,,"insert into question_tag (qid, tid) values(13886, 22);"
13887,33,,"insert into question_tag (qid, tid) values(13887, 33);"
13888,26,,"insert into question_tag (qid, tid) values(13888, 26);"
13889,33,,"insert into question_tag (qid, tid) values(13889, 33);"
13890,31,,"insert into question_tag (qid, tid) values(13890, 31);"
13891,7,,"insert into question_tag (qid, tid) values(13891, 7);"
13892,37,,"insert into question_tag (qid, tid) values(13892, 37);"
13893,27,,"insert into question_tag (qid, tid) values(13893, 27);"
13894,31,,"insert into question_tag (qid, tid) values(13894, 31);"
13895,13,,"insert into question_tag (qid, tid) values(13895, 13);"
13896,9,,"insert into question_tag (qid, tid) values(13896, 9);"
13897,31,,"insert into question_tag (qid, tid) values(13897, 31);"
13898,4,,"insert into question_tag (qid, tid) values(13898, 4);"
13899,28,,"insert into question_tag (qid, tid) values(13899, 28);"
13900,19,,"insert into question_tag (qid, tid) values(13900, 19);"
13901,14,,"insert into question_tag (qid, tid) values(13901, 14);"
13902,28,,"insert into question_tag (qid, tid) values(13902, 28);"
13903,39,,"insert into question_tag (qid, tid) values(13903, 39);"
13904,8,,"insert into question_tag (qid, tid) values(13904, 8);"
13905,5,,"insert into question_tag (qid, tid) values(13905, 5);"
13906,41,,"insert into question_tag (qid, tid) values(13906, 41);"
13907,24,,"insert into question_tag (qid, tid) values(13907, 24);"
13908,5,,"insert into question_tag (qid, tid) values(13908, 5);"
13909,37,,"insert into question_tag (qid, tid) values(13909, 37);"
13910,15,,"insert into question_tag (qid, tid) values(13910, 15);"
13911,37,,"insert into question_tag (qid, tid) values(13911, 37);"
13912,39,,"insert into question_tag (qid, tid) values(13912, 39);"
13913,33,,"insert into question_tag (qid, tid) values(13913, 33);"
13914,2,,"insert into question_tag (qid, tid) values(13914, 2);"
13915,13,,"insert into question_tag (qid, tid) values(13915, 13);"
13916,29,,"insert into question_tag (qid, tid) values(13916, 29);"
13917,29,,"insert into question_tag (qid, tid) values(13917, 29);"
13918,18,,"insert into question_tag (qid, tid) values(13918, 18);"
13919,35,,"insert into question_tag (qid, tid) values(13919, 35);"
13920,9,,"insert into question_tag (qid, tid) values(13920, 9);"
13921,19,,"insert into question_tag (qid, tid) values(13921, 19);"
13922,27,,"insert into question_tag (qid, tid) values(13922, 27);"
13923,36,,"insert into question_tag (qid, tid) values(13923, 36);"
13924,26,,"insert into question_tag (qid, tid) values(13924, 26);"
13925,20,,"insert into question_tag (qid, tid) values(13925, 20);"
13926,38,,"insert into question_tag (qid, tid) values(13926, 38);"
13927,21,,"insert into question_tag (qid, tid) values(13927, 21);"
13928,37,,"insert into question_tag (qid, tid) values(13928, 37);"
13929,14,,"insert into question_tag (qid, tid) values(13929, 14);"
13930,39,,"insert into question_tag (qid, tid) values(13930, 39);"
13931,17,,"insert into question_tag (qid, tid) values(13931, 17);"
13932,15,,"insert into question_tag (qid, tid) values(13932, 15);"
13933,8,,"insert into question_tag (qid, tid) values(13933, 8);"
13934,13,,"insert into question_tag (qid, tid) values(13934, 13);"
13935,29,,"insert into question_tag (qid, tid) values(13935, 29);"
13936,29,,"insert into question_tag (qid, tid) values(13936, 29);"
13937,28,,"insert into question_tag (qid, tid) values(13937, 28);"
13938,2,,"insert into question_tag (qid, tid) values(13938, 2);"
13939,17,,"insert into question_tag (qid, tid) values(13939, 17);"
13940,8,,"insert into question_tag (qid, tid) values(13940, 8);"
13941,17,,"insert into question_tag (qid, tid) values(13941, 17);"
13942,31,,"insert into question_tag (qid, tid) values(13942, 31);"
13943,1,,"insert into question_tag (qid, tid) values(13943, 1);"
13944,33,,"insert into question_tag (qid, tid) values(13944, 33);"
13945,1,,"insert into question_tag (qid, tid) values(13945, 1);"
13946,34,,"insert into question_tag (qid, tid) values(13946, 34);"
13947,21,,"insert into question_tag (qid, tid) values(13947, 21);"
13948,32,,"insert into question_tag (qid, tid) values(13948, 32);"
13949,12,,"insert into question_tag (qid, tid) values(13949, 12);"
13950,11,,"insert into question_tag (qid, tid) values(13950, 11);"
13951,39,,"insert into question_tag (qid, tid) values(13951, 39);"
13952,11,,"insert into question_tag (qid, tid) values(13952, 11);"
13953,8,,"insert into question_tag (qid, tid) values(13953, 8);"
13954,12,,"insert into question_tag (qid, tid) values(13954, 12);"
13955,27,,"insert into question_tag (qid, tid) values(13955, 27);"
13956,29,,"insert into question_tag (qid, tid) values(13956, 29);"
13957,26,,"insert into question_tag (qid, tid) values(13957, 26);"
13958,34,,"insert into question_tag (qid, tid) values(13958, 34);"
13959,13,,"insert into question_tag (qid, tid) values(13959, 13);"
13960,32,,"insert into question_tag (qid, tid) values(13960, 32);"
13961,31,,"insert into question_tag (qid, tid) values(13961, 31);"
13962,39,,"insert into question_tag (qid, tid) values(13962, 39);"
13963,5,,"insert into question_tag (qid, tid) values(13963, 5);"
13964,22,,"insert into question_tag (qid, tid) values(13964, 22);"
13965,33,,"insert into question_tag (qid, tid) values(13965, 33);"
13966,24,,"insert into question_tag (qid, tid) values(13966, 24);"
13967,6,,"insert into question_tag (qid, tid) values(13967, 6);"
13968,39,,"insert into question_tag (qid, tid) values(13968, 39);"
13969,5,,"insert into question_tag (qid, tid) values(13969, 5);"
13970,6,,"insert into question_tag (qid, tid) values(13970, 6);"
13971,26,,"insert into question_tag (qid, tid) values(13971, 26);"
13972,35,,"insert into question_tag (qid, tid) values(13972, 35);"
13973,19,,"insert into question_tag (qid, tid) values(13973, 19);"
13974,34,,"insert into question_tag (qid, tid) values(13974, 34);"
13975,21,,"insert into question_tag (qid, tid) values(13975, 21);"
13976,36,,"insert into question_tag (qid, tid) values(13976, 36);"
13977,4,,"insert into question_tag (qid, tid) values(13977, 4);"
13978,20,,"insert into question_tag (qid, tid) values(13978, 20);"
13979,33,,"insert into question_tag (qid, tid) values(13979, 33);"
13980,30,,"insert into question_tag (qid, tid) values(13980, 30);"
13981,19,,"insert into question_tag (qid, tid) values(13981, 19);"
13982,40,,"insert into question_tag (qid, tid) values(13982, 40);"
13983,31,,"insert into question_tag (qid, tid) values(13983, 31);"
13984,33,,"insert into question_tag (qid, tid) values(13984, 33);"
13985,19,,"insert into question_tag (qid, tid) values(13985, 19);"
13986,19,,"insert into question_tag (qid, tid) values(13986, 19);"
13987,15,,"insert into question_tag (qid, tid) values(13987, 15);"
13988,12,,"insert into question_tag (qid, tid) values(13988, 12);"
13989,2,,"insert into question_tag (qid, tid) values(13989, 2);"
13990,39,,"insert into question_tag (qid, tid) values(13990, 39);"
13991,17,,"insert into question_tag (qid, tid) values(13991, 17);"
13992,41,,"insert into question_tag (qid, tid) values(13992, 41);"
13993,17,,"insert into question_tag (qid, tid) values(13993, 17);"
13994,15,,"insert into question_tag (qid, tid) values(13994, 15);"
13995,35,,"insert into question_tag (qid, tid) values(13995, 35);"
13996,10,,"insert into question_tag (qid, tid) values(13996, 10);"
13997,30,,"insert into question_tag (qid, tid) values(13997, 30);"
13998,31,,"insert into question_tag (qid, tid) values(13998, 31);"
13999,21,,"insert into question_tag (qid, tid) values(13999, 21);"
14000,37,,"insert into question_tag (qid, tid) values(14000, 37);"
14001,33,,"insert into question_tag (qid, tid) values(14001, 33);"
14002,2,,"insert into question_tag (qid, tid) values(14002, 2);"
14003,27,,"insert into question_tag (qid, tid) values(14003, 27);"
14004,1,,"insert into question_tag (qid, tid) values(14004, 1);"
14005,9,,"insert into question_tag (qid, tid) values(14005, 9);"
14006,15,,"insert into question_tag (qid, tid) values(14006, 15);"
14007,6,,"insert into question_tag (qid, tid) values(14007, 6);"
14008,41,,"insert into question_tag (qid, tid) values(14008, 41);"
14009,18,,"insert into question_tag (qid, tid) values(14009, 18);"
14010,28,,"insert into question_tag (qid, tid) values(14010, 28);"
14011,34,,"insert into question_tag (qid, tid) values(14011, 34);"
14012,25,,"insert into question_tag (qid, tid) values(14012, 25);"
14013,3,,"insert into question_tag (qid, tid) values(14013, 3);"
14014,7,,"insert into question_tag (qid, tid) values(14014, 7);"
14015,29,,"insert into question_tag (qid, tid) values(14015, 29);"
14016,18,,"insert into question_tag (qid, tid) values(14016, 18);"
14017,18,,"insert into question_tag (qid, tid) values(14017, 18);"
14018,19,,"insert into question_tag (qid, tid) values(14018, 19);"
14019,28,,"insert into question_tag (qid, tid) values(14019, 28);"
14020,15,,"insert into question_tag (qid, tid) values(14020, 15);"
14021,19,,"insert into question_tag (qid, tid) values(14021, 19);"
14022,21,,"insert into question_tag (qid, tid) values(14022, 21);"
14023,28,,"insert into question_tag (qid, tid) values(14023, 28);"
14024,15,,"insert into question_tag (qid, tid) values(14024, 15);"
14025,40,,"insert into question_tag (qid, tid) values(14025, 40);"
14026,38,,"insert into question_tag (qid, tid) values(14026, 38);"
14027,39,,"insert into question_tag (qid, tid) values(14027, 39);"
14028,7,,"insert into question_tag (qid, tid) values(14028, 7);"
14029,18,,"insert into question_tag (qid, tid) values(14029, 18);"
14030,35,,"insert into question_tag (qid, tid) values(14030, 35);"
14031,37,,"insert into question_tag (qid, tid) values(14031, 37);"
14032,36,,"insert into question_tag (qid, tid) values(14032, 36);"
14033,39,,"insert into question_tag (qid, tid) values(14033, 39);"
14034,8,,"insert into question_tag (qid, tid) values(14034, 8);"
14035,15,,"insert into question_tag (qid, tid) values(14035, 15);"
14036,13,,"insert into question_tag (qid, tid) values(14036, 13);"
14037,6,,"insert into question_tag (qid, tid) values(14037, 6);"
14038,16,,"insert into question_tag (qid, tid) values(14038, 16);"
14039,29,,"insert into question_tag (qid, tid) values(14039, 29);"
14040,13,,"insert into question_tag (qid, tid) values(14040, 13);"
14041,35,,"insert into question_tag (qid, tid) values(14041, 35);"
14042,29,,"insert into question_tag (qid, tid) values(14042, 29);"
14043,41,,"insert into question_tag (qid, tid) values(14043, 41);"
14044,32,,"insert into question_tag (qid, tid) values(14044, 32);"
14045,14,,"insert into question_tag (qid, tid) values(14045, 14);"
14046,29,,"insert into question_tag (qid, tid) values(14046, 29);"
14047,24,,"insert into question_tag (qid, tid) values(14047, 24);"
14048,27,,"insert into question_tag (qid, tid) values(14048, 27);"
14049,31,,"insert into question_tag (qid, tid) values(14049, 31);"
14050,18,,"insert into question_tag (qid, tid) values(14050, 18);"
14051,22,,"insert into question_tag (qid, tid) values(14051, 22);"
14052,7,,"insert into question_tag (qid, tid) values(14052, 7);"
14053,9,,"insert into question_tag (qid, tid) values(14053, 9);"
14054,33,,"insert into question_tag (qid, tid) values(14054, 33);"
14055,21,,"insert into question_tag (qid, tid) values(14055, 21);"
14056,26,,"insert into question_tag (qid, tid) values(14056, 26);"
14057,11,,"insert into question_tag (qid, tid) values(14057, 11);"
14058,33,,"insert into question_tag (qid, tid) values(14058, 33);"
14059,21,,"insert into question_tag (qid, tid) values(14059, 21);"
14060,18,,"insert into question_tag (qid, tid) values(14060, 18);"
14061,12,,"insert into question_tag (qid, tid) values(14061, 12);"
14062,19,,"insert into question_tag (qid, tid) values(14062, 19);"
14063,8,,"insert into question_tag (qid, tid) values(14063, 8);"
14064,31,,"insert into question_tag (qid, tid) values(14064, 31);"
14065,15,,"insert into question_tag (qid, tid) values(14065, 15);"
14066,8,,"insert into question_tag (qid, tid) values(14066, 8);"
14067,27,,"insert into question_tag (qid, tid) values(14067, 27);"
14068,28,,"insert into question_tag (qid, tid) values(14068, 28);"
14069,7,,"insert into question_tag (qid, tid) values(14069, 7);"
14070,2,,"insert into question_tag (qid, tid) values(14070, 2);"
14071,8,,"insert into question_tag (qid, tid) values(14071, 8);"
14072,24,,"insert into question_tag (qid, tid) values(14072, 24);"
14073,33,,"insert into question_tag (qid, tid) values(14073, 33);"
14074,32,,"insert into question_tag (qid, tid) values(14074, 32);"
14075,12,,"insert into question_tag (qid, tid) values(14075, 12);"
14076,20,,"insert into question_tag (qid, tid) values(14076, 20);"
14077,36,,"insert into question_tag (qid, tid) values(14077, 36);"
14078,36,,"insert into question_tag (qid, tid) values(14078, 36);"
14079,36,,"insert into question_tag (qid, tid) values(14079, 36);"
14080,31,,"insert into question_tag (qid, tid) values(14080, 31);"
14081,23,,"insert into question_tag (qid, tid) values(14081, 23);"
14082,8,,"insert into question_tag (qid, tid) values(14082, 8);"
14083,27,,"insert into question_tag (qid, tid) values(14083, 27);"
14084,38,,"insert into question_tag (qid, tid) values(14084, 38);"
14085,28,,"insert into question_tag (qid, tid) values(14085, 28);"
14086,41,,"insert into question_tag (qid, tid) values(14086, 41);"
14087,2,,"insert into question_tag (qid, tid) values(14087, 2);"
14088,37,,"insert into question_tag (qid, tid) values(14088, 37);"
14089,17,,"insert into question_tag (qid, tid) values(14089, 17);"
14090,11,,"insert into question_tag (qid, tid) values(14090, 11);"
14091,40,,"insert into question_tag (qid, tid) values(14091, 40);"
14092,26,,"insert into question_tag (qid, tid) values(14092, 26);"
14093,13,,"insert into question_tag (qid, tid) values(14093, 13);"
14094,26,,"insert into question_tag (qid, tid) values(14094, 26);"
14095,2,,"insert into question_tag (qid, tid) values(14095, 2);"
14096,19,,"insert into question_tag (qid, tid) values(14096, 19);"
14097,15,,"insert into question_tag (qid, tid) values(14097, 15);"
14098,30,,"insert into question_tag (qid, tid) values(14098, 30);"
14099,40,,"insert into question_tag (qid, tid) values(14099, 40);"
14100,21,,"insert into question_tag (qid, tid) values(14100, 21);"
14101,7,,"insert into question_tag (qid, tid) values(14101, 7);"
14102,33,,"insert into question_tag (qid, tid) values(14102, 33);"
14103,39,,"insert into question_tag (qid, tid) values(14103, 39);"
14104,41,,"insert into question_tag (qid, tid) values(14104, 41);"
14105,35,,"insert into question_tag (qid, tid) values(14105, 35);"
14106,36,,"insert into question_tag (qid, tid) values(14106, 36);"
14107,33,,"insert into question_tag (qid, tid) values(14107, 33);"
14108,27,,"insert into question_tag (qid, tid) values(14108, 27);"
14109,20,,"insert into question_tag (qid, tid) values(14109, 20);"
14110,12,,"insert into question_tag (qid, tid) values(14110, 12);"
14111,21,,"insert into question_tag (qid, tid) values(14111, 21);"
14112,7,,"insert into question_tag (qid, tid) values(14112, 7);"
14113,21,,"insert into question_tag (qid, tid) values(14113, 21);"
14114,21,,"insert into question_tag (qid, tid) values(14114, 21);"
14115,40,,"insert into question_tag (qid, tid) values(14115, 40);"
14116,25,,"insert into question_tag (qid, tid) values(14116, 25);"
14117,34,,"insert into question_tag (qid, tid) values(14117, 34);"
14118,8,,"insert into question_tag (qid, tid) values(14118, 8);"
14119,22,,"insert into question_tag (qid, tid) values(14119, 22);"
14120,35,,"insert into question_tag (qid, tid) values(14120, 35);"
14121,14,,"insert into question_tag (qid, tid) values(14121, 14);"
14122,14,,"insert into question_tag (qid, tid) values(14122, 14);"
14123,22,,"insert into question_tag (qid, tid) values(14123, 22);"
14124,2,,"insert into question_tag (qid, tid) values(14124, 2);"
14125,24,,"insert into question_tag (qid, tid) values(14125, 24);"
14126,2,,"insert into question_tag (qid, tid) values(14126, 2);"
14127,35,,"insert into question_tag (qid, tid) values(14127, 35);"
14128,22,,"insert into question_tag (qid, tid) values(14128, 22);"
14129,6,,"insert into question_tag (qid, tid) values(14129, 6);"
14130,3,,"insert into question_tag (qid, tid) values(14130, 3);"
14131,26,,"insert into question_tag (qid, tid) values(14131, 26);"
14132,28,,"insert into question_tag (qid, tid) values(14132, 28);"
14133,19,,"insert into question_tag (qid, tid) values(14133, 19);"
14134,4,,"insert into question_tag (qid, tid) values(14134, 4);"
14135,32,,"insert into question_tag (qid, tid) values(14135, 32);"
14136,1,,"insert into question_tag (qid, tid) values(14136, 1);"
14137,41,,"insert into question_tag (qid, tid) values(14137, 41);"
14138,4,,"insert into question_tag (qid, tid) values(14138, 4);"
14139,9,,"insert into question_tag (qid, tid) values(14139, 9);"
14140,8,,"insert into question_tag (qid, tid) values(14140, 8);"
14141,30,,"insert into question_tag (qid, tid) values(14141, 30);"
14142,34,,"insert into question_tag (qid, tid) values(14142, 34);"
14143,13,,"insert into question_tag (qid, tid) values(14143, 13);"
14144,2,,"insert into question_tag (qid, tid) values(14144, 2);"
14145,12,,"insert into question_tag (qid, tid) values(14145, 12);"
14146,2,,"insert into question_tag (qid, tid) values(14146, 2);"
14147,30,,"insert into question_tag (qid, tid) values(14147, 30);"
14148,37,,"insert into question_tag (qid, tid) values(14148, 37);"
14149,3,,"insert into question_tag (qid, tid) values(14149, 3);"
14150,9,,"insert into question_tag (qid, tid) values(14150, 9);"
14151,6,,"insert into question_tag (qid, tid) values(14151, 6);"
14152,19,,"insert into question_tag (qid, tid) values(14152, 19);"
14153,37,,"insert into question_tag (qid, tid) values(14153, 37);"
14154,39,,"insert into question_tag (qid, tid) values(14154, 39);"
14155,20,,"insert into question_tag (qid, tid) values(14155, 20);"
14156,15,,"insert into question_tag (qid, tid) values(14156, 15);"
14157,36,,"insert into question_tag (qid, tid) values(14157, 36);"
14158,38,,"insert into question_tag (qid, tid) values(14158, 38);"
14159,35,,"insert into question_tag (qid, tid) values(14159, 35);"
14160,23,,"insert into question_tag (qid, tid) values(14160, 23);"
14161,2,,"insert into question_tag (qid, tid) values(14161, 2);"
14162,2,,"insert into question_tag (qid, tid) values(14162, 2);"
14163,39,,"insert into question_tag (qid, tid) values(14163, 39);"
14164,9,,"insert into question_tag (qid, tid) values(14164, 9);"
14165,1,,"insert into question_tag (qid, tid) values(14165, 1);"
14166,16,,"insert into question_tag (qid, tid) values(14166, 16);"
14167,11,,"insert into question_tag (qid, tid) values(14167, 11);"
14168,24,,"insert into question_tag (qid, tid) values(14168, 24);"
14169,20,,"insert into question_tag (qid, tid) values(14169, 20);"
14170,3,,"insert into question_tag (qid, tid) values(14170, 3);"
14171,6,,"insert into question_tag (qid, tid) values(14171, 6);"
14172,19,,"insert into question_tag (qid, tid) values(14172, 19);"
14173,31,,"insert into question_tag (qid, tid) values(14173, 31);"
14174,33,,"insert into question_tag (qid, tid) values(14174, 33);"
14175,30,,"insert into question_tag (qid, tid) values(14175, 30);"
14176,13,,"insert into question_tag (qid, tid) values(14176, 13);"
14177,11,,"insert into question_tag (qid, tid) values(14177, 11);"
14178,39,,"insert into question_tag (qid, tid) values(14178, 39);"
14179,24,,"insert into question_tag (qid, tid) values(14179, 24);"
14180,16,,"insert into question_tag (qid, tid) values(14180, 16);"
14181,9,,"insert into question_tag (qid, tid) values(14181, 9);"
14182,26,,"insert into question_tag (qid, tid) values(14182, 26);"
14183,33,,"insert into question_tag (qid, tid) values(14183, 33);"
14184,29,,"insert into question_tag (qid, tid) values(14184, 29);"
14185,28,,"insert into question_tag (qid, tid) values(14185, 28);"
14186,27,,"insert into question_tag (qid, tid) values(14186, 27);"
14187,12,,"insert into question_tag (qid, tid) values(14187, 12);"
14188,41,,"insert into question_tag (qid, tid) values(14188, 41);"
14189,17,,"insert into question_tag (qid, tid) values(14189, 17);"
14190,2,,"insert into question_tag (qid, tid) values(14190, 2);"
14191,3,,"insert into question_tag (qid, tid) values(14191, 3);"
14192,14,,"insert into question_tag (qid, tid) values(14192, 14);"
14193,26,,"insert into question_tag (qid, tid) values(14193, 26);"
14194,13,,"insert into question_tag (qid, tid) values(14194, 13);"
14195,39,,"insert into question_tag (qid, tid) values(14195, 39);"
14196,14,,"insert into question_tag (qid, tid) values(14196, 14);"
14197,36,,"insert into question_tag (qid, tid) values(14197, 36);"
14198,19,,"insert into question_tag (qid, tid) values(14198, 19);"
14199,13,,"insert into question_tag (qid, tid) values(14199, 13);"
14200,12,,"insert into question_tag (qid, tid) values(14200, 12);"
14201,21,,"insert into question_tag (qid, tid) values(14201, 21);"
14202,1,,"insert into question_tag (qid, tid) values(14202, 1);"
14203,30,,"insert into question_tag (qid, tid) values(14203, 30);"
14204,14,,"insert into question_tag (qid, tid) values(14204, 14);"
14205,10,,"insert into question_tag (qid, tid) values(14205, 10);"
14206,19,,"insert into question_tag (qid, tid) values(14206, 19);"
14207,5,,"insert into question_tag (qid, tid) values(14207, 5);"
14208,33,,"insert into question_tag (qid, tid) values(14208, 33);"
14209,38,,"insert into question_tag (qid, tid) values(14209, 38);"
14210,20,,"insert into question_tag (qid, tid) values(14210, 20);"
14211,3,,"insert into question_tag (qid, tid) values(14211, 3);"
